Feedback_ID,Parent_Feedback,Sentiment_Label,Submission_Date,School_ID
165,The parent-teacher meetings are too short and rushed.,Negative,2025-01-08,1003
166,The parent-teacher meetings are too short and rushed.,Negative,2025-05-04,1001
167,The school encourages creativity and independent thinking.,Positive,2025-02-08,1001
168,The principal is approachable and listens to parents’ concerns.,Positive,2025-03-11,1005
169,The annual school play was a wonderful experience for my child.,Positive,2025-04-19,1003
170,My child’s reading skills have improved a lot this year.,Positive,2025-03-23,1004
171,The cafeteria food quality needs improvement.,Negative,2025-06-15,1002
172,My child feels anxious about going to school due to peer pressure.,Negative,2025-05-10,1005
173,The school encourages creativity and independent thinking.,Positive,2025-04-03,1004
174,The school’s open house was informative and well-organized.,Positive,2025-04-19,1003
175,The school nurse is attentive and caring.,Positive,2025-04-07,1003
176,I feel that parent involvement is not encouraged enough.,Negative,2025-06-06,1003
177,My child has made many friends and enjoys group activities.,Positive,2025-01-03,1004
178,The playground equipment needs to be repaired.,Negative,2025-01-23,1005
179,I appreciate the school’s focus on mental health and well-being.,Positive,2025-06-20,1001
180,Teachers encourage students to ask questions and be curious.,Positive,2025-06-21,1003
181,My child feels anxious about going to school due to peer pressure.,Negative,2025-02-17,1004
182,The school’s open house was informative and well-organized.,Positive,2025-04-22,1003
183,My child’s reading skills have improved a lot this year.,Positive,2025-02-13,1004
184,There are not enough resources for special needs students.,Negative,2025-06-24,1002
185,The school celebrates student achievements regularly.,Positive,2025-06-15,1004
186,The school celebrates student achievements regularly.,Positive,2025-04-13,1003
187,The parent-teacher meetings are too short and rushed.,Negative,2025-03-07,1005
188,The school celebrates student achievements regularly.,Positive,2025-06-03,1003
189,The school’s open house was informative and well-organized.,Positive,2025-03-19,1003
190,The science labs are well-equipped and my child loves experiments.,Positive,2025-02-15,1001
191,There are not enough resources for special needs students.,Negative,2025-03-31,1003
192,The school website is difficult to navigate and find information.,Negative,2025-01-27,1005
193,The teachers are very supportive and my child loves going to school.,Positive,2025-04-21,1003
194,My child’s classroom is too noisy and distracting.,Negative,2025-03-18,1003
195,The school bus is often late and unreliable.,Negative,2025-01-06,1002
196,The after-school programs are excellent and very engaging.,Positive,2025-02-26,1004
197,The sports facilities are not well maintained.,Negative,2025-03-04,1002
198,The sports facilities are excellent.,Positive,2025-01-30,1002
199,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-06-29,1001
200,The parent-teacher meetings are too short and rushed.,Negative,2025-01-11,1002
201,The school encourages creativity and independent thinking.,Positive,2025-03-31,1001
202,My child’s classroom is too noisy and distracting.,Negative,2025-05-04,1004
203,There are not enough resources for special needs students.,Negative,2025-06-11,1004
204,The homework load is overwhelming for my child.,Negative,2025-01-31,1004
205,The cafeteria food quality needs improvement.,Negative,2025-05-16,1004
206,There is a lack of communication between teachers and parents.,Negative,2025-05-08,1005
207,There is a lack of communication between teachers and parents.,Negative,2025-02-12,1003
208,There are not enough resources for special needs students.,Negative,2025-06-17,1002
209,There is too much emphasis on standardized testing.,Negative,2025-02-04,1003
210,The principal is approachable and listens to parents’ concerns.,Positive,2025-04-22,1005
211,The school grounds are clean and well-kept.,Positive,2025-04-22,1005
212,The art and music programs are outstanding.,Positive,2025-06-20,1004
213,The school encourages creativity and independent thinking.,Positive,2025-05-20,1003
214,There is too much emphasis on standardized testing.,Negative,2025-04-17,1004
215,The staff is always friendly and helpful.,Positive,2025-03-18,1003
216,The sports facilities are not well maintained.,Negative,2025-04-30,1005
217,My child’s classroom is too noisy and distracting.,Negative,2025-02-05,1003
218,The sports facilities are not well maintained.,Negative,2025-04-14,1001
219,The school nurse is attentive and caring.,Positive,2025-06-03,1002
220,The school’s open house was informative and well-organized.,Positive,2025-03-31,1005
221,The school’s anti-bullying policy is effective and well-implemented.,Positive,2025-04-30,1004
222,The school grounds are clean and well-kept.,Positive,2025-03-27,1001
223,I appreciate the regular updates on my child’s progress.,Positive,2025-03-08,1005
224,There is too much emphasis on standardized testing.,Negative,2025-04-05,1005
225,There is a lack of communication between teachers and parents.,Negative,2025-03-07,1003
226,The parent-teacher meetings are too short and rushed.,Negative,2025-01-02,1001
227,The school bus is often late and unreliable.,Negative,2025-05-06,1005
228,The playground equipment needs to be repaired.,Negative,2025-02-10,1004
229,The administration is slow to respond to parent concerns.,Negative,2025-05-28,1004
230,The school nurse is attentive and caring.,Positive,2025-03-17,1005
231,The school nurse is attentive and caring.,Positive,2025-06-16,1001
232,The school environment is welcoming and inclusive.,Positive,2025-05-23,1004
233,My child struggles with the math curriculum and needs more support.,Negative,2025-03-27,1002
234,My child struggles with the math curriculum and needs more support.,Negative,2025-03-04,1002
235,The sports facilities are not well maintained.,Negative,2025-05-23,1003
236,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-05-15,1004
237,I appreciate the regular updates on my child’s progress.,Positive,2025-04-22,1003
238,The school does not provide enough support for students who are struggling academically.,Negative,2025-02-14,1005
239,My child feels left out because of language barriers.,Negative,2025-04-02,1001
240,Teachers encourage students to ask questions and be curious.,Positive,2025-06-16,1002
241,The school’s open house was informative and well-organized.,Positive,2025-01-23,1002
242,The school does not address bullying issues effectively.,Negative,2025-05-22,1004
243,The science labs are well-equipped and my child loves experiments.,Positive,2025-01-23,1004
244,The sports facilities are not well maintained.,Negative,2025-03-06,1004
245,I appreciate the school’s focus on mental health and well-being.,Positive,2025-05-05,1002
246,My child struggles with the math curriculum and needs more support.,Negative,2025-01-01,1003
247,The art and music programs are outstanding.,Positive,2025-06-19,1001
248,My child feels left out because of language barriers.,Negative,2025-02-10,1003
249,My child’s classroom is too noisy and distracting.,Negative,2025-05-05,1003
250,The science labs are well-equipped and my child loves experiments.,Positive,2025-05-31,1003
251,The sports facilities are not well maintained.,Negative,2025-02-13,1004
252,My child’s reading skills have improved a lot this year.,Positive,2025-06-15,1005
253,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-06-11,1001
254,The school does not provide enough support for students who are struggling academically.,Negative,2025-01-22,1003
255,The staff is always friendly and helpful.,Positive,2025-06-12,1001
256,My child feels anxious about going to school due to peer pressure.,Negative,2025-03-08,1005
257,The principal is approachable and listens to parents’ concerns.,Positive,2025-04-16,1003
258,The after-school programs are excellent and very engaging.,Positive,2025-01-21,1003
259,I feel that parent involvement is not encouraged enough.,Negative,2025-05-31,1001
260,The annual school play was a wonderful experience for my child.,Positive,2025-03-21,1001
261,I am dissatisfied with the way discipline issues are handled.,Negative,2025-02-11,1001
262,The school celebrates student achievements regularly.,Positive,2025-04-13,1005
263,I appreciate the school’s focus on mental health and well-being.,Positive,2025-06-12,1001
264,Teachers encourage students to ask questions and be curious.,Positive,2025-03-03,1003
265,My child’s reading skills have improved a lot this year.,Positive,2025-02-07,1001
266,The sports facilities are excellent.,Positive,2025-03-20,1004
267,The school encourages creativity and independent thinking.,Positive,2025-04-12,1004
268,The school’s holiday events are fun for the whole family.,Positive,2025-01-18,1004
269,The parent-teacher meetings are too short and rushed.,Negative,2025-04-02,1003
270,Teachers encourage students to ask questions and be curious.,Positive,2025-05-13,1002
271,The sports facilities are not well maintained.,Negative,2025-01-03,1004
272,The school celebrates student achievements regularly.,Positive,2025-06-12,1005
273,My child feels anxious about going to school due to peer pressure.,Negative,2025-01-13,1004
274,The art and music programs are outstanding.,Positive,2025-04-28,1002
275,The after-school programs are excellent and very engaging.,Positive,2025-02-13,1004
276,Communication about school events is poor and confusing.,Negative,2025-06-16,1004
277,The administration is slow to respond to parent concerns.,Negative,2025-04-30,1001
278,There is a lack of communication between teachers and parents.,Negative,2025-04-07,1004
279,I appreciate the regular updates on my child’s progress.,Positive,2025-05-07,1004
280,The school’s holiday events are fun for the whole family.,Positive,2025-05-28,1002
281,Communication about school events is poor and confusing.,Negative,2025-02-09,1005
282,The science labs are well-equipped and my child loves experiments.,Positive,2025-05-26,1004
283,The school nurse is attentive and caring.,Positive,2025-05-28,1001
284,I am dissatisfied with the way discipline issues are handled.,Negative,2025-01-08,1003
285,The administration is slow to respond to parent concerns.,Negative,2025-04-11,1005
286,The staff is always friendly and helpful.,Positive,2025-03-09,1004
287,I appreciate the regular updates on my child’s progress.,Positive,2025-03-12,1001
288,The after-school programs are excellent and very engaging.,Positive,2025-04-09,1002
289,The principal is approachable and listens to parents’ concerns.,Positive,2025-05-11,1003
290,There is too much emphasis on standardized testing.,Negative,2025-01-25,1002
291,My child’s teacher seems overwhelmed and does not give enough attention.,Negative,2025-02-04,1001
292,The homework load is overwhelming for my child.,Negative,2025-04-18,1003
293,The teachers make learning fun and interactive.,Positive,2025-01-08,1003
294,My child feels safe and enjoys the extracurricular activities.,Positive,2025-01-10,1005
295,There are not enough resources for special needs students.,Negative,2025-04-19,1004
296,The school does not offer enough field trips or outdoor activities.,Negative,2025-04-21,1004
297,The sports facilities are excellent.,Positive,2025-02-05,1001
298,My child’s classroom is too noisy and distracting.,Negative,2025-06-04,1004
299,The playground equipment needs to be repaired.,Negative,2025-02-01,1005
300,There are not enough resources for special needs students.,Negative,2025-04-13,1005
301,Communication about school events is poor and confusing.,Negative,2025-02-26,1002
302,My child feels left out because of language barriers.,Negative,2025-02-25,1001
303,The parent-teacher meetings are too short and rushed.,Negative,2025-05-23,1001
304,The school does not address bullying issues effectively.,Negative,2025-02-26,1003
305,The school’s holiday events are fun for the whole family.,Positive,2025-03-13,1003
306,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-05-28,1004
307,I am dissatisfied with the way discipline issues are handled.,Negative,2025-06-01,1002
308,The school environment is welcoming and inclusive.,Positive,2025-04-01,1004
309,The school’s open house was informative and well-organized.,Positive,2025-06-29,1004
310,The art and music programs are outstanding.,Positive,2025-06-07,1002
311,The pick-up and drop-off process is chaotic and unsafe.,Negative,2025-04-07,1004
312,I feel that parent involvement is not encouraged enough.,Negative,2025-04-21,1002
313,I am dissatisfied with the way discipline issues are handled.,Negative,2025-02-19,1005
314,My child’s classroom is too noisy and distracting.,Negative,2025-01-20,1003
315,The school library has a great selection of books.,Positive,2025-06-22,1005
316,The playground equipment needs to be repaired.,Negative,2025-04-22,1003
317,I appreciate the regular updates on my child’s progress.,Positive,2025-04-20,1001
318,The school’s open house was informative and well-organized.,Positive,2025-03-21,1005
319,My child feels safe and enjoys the extracurricular activities.,Positive,2025-01-05,1005
320,The art and music programs are outstanding.,Positive,2025-04-27,1002
321,Communication about school events is poor and confusing.,Negative,2025-03-24,1005
322,Teachers encourage students to ask questions and be curious.,Positive,2025-05-27,1001
323,There are not enough resources for special needs students.,Negative,2025-04-30,1004
324,The sports facilities are excellent.,Positive,2025-03-08,1003
325,The principal is approachable and listens to parents’ concerns.,Positive,2025-01-18,1005
326,The homework load is overwhelming for my child.,Negative,2025-02-22,1001
327,The sports facilities are not well maintained.,Negative,2025-02-19,1003
328,The sports facilities are not well maintained.,Negative,2025-02-12,1004
329,The homework load is overwhelming for my child.,Negative,2025-03-23,1001
330,I appreciate the regular updates on my child’s progress.,Positive,2025-05-16,1005
331,The school nurse is attentive and caring.,Positive,2025-05-15,1005
332,The homework load is overwhelming for my child.,Negative,2025-06-07,1002
333,The school celebrates student achievements regularly.,Positive,2025-02-12,1003
334,I feel that parent involvement is not encouraged enough.,Negative,2025-06-27,1003
335,The sports facilities are not well maintained.,Negative,2025-05-06,1004
336,The homework load is overwhelming for my child.,Negative,2025-03-21,1002
337,My child feels safe and enjoys the extracurricular activities.,Positive,2025-06-17,1002
338,My child struggles with the math curriculum and needs more support.,Negative,2025-05-20,1002
339,The homework load is overwhelming for my child.,Negative,2025-06-29,1005
340,The teachers are very supportive and my child loves going to school.,Positive,2025-01-04,1004
341,The school celebrates student achievements regularly.,Positive,2025-05-16,1001
342,My child struggles with the math curriculum and needs more support.,Negative,2025-02-12,1004
343,The cafeteria food quality needs improvement.,Negative,2025-03-07,1003
344,The science labs are well-equipped and my child loves experiments.,Positive,2025-01-10,1004
345,The homework load is overwhelming for my child.,Negative,2025-01-27,1001
346,The staff is always friendly and helpful.,Positive,2025-01-21,1001
347,Communication about school events is poor and confusing.,Negative,2025-01-21,1002
348,The school nurse is attentive and caring.,Positive,2025-04-18,1001
349,The annual school play was a wonderful experience for my child.,Positive,2025-06-27,1003
350,There is too much emphasis on standardized testing.,Negative,2025-05-20,1005
351,The school grounds are clean and well-kept.,Positive,2025-05-21,1002
352,Teachers encourage students to ask questions and be curious.,Positive,2025-03-02,1005
353,The teachers make learning fun and interactive.,Positive,2025-03-11,1005
354,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-06-28,1005
355,The cafeteria food quality needs improvement.,Negative,2025-04-08,1001
356,My child’s classroom is too noisy and distracting.,Negative,2025-03-25,1004
357,I am dissatisfied with the way discipline issues are handled.,Negative,2025-02-11,1004
358,There is a lack of diversity in the teaching staff.,Negative,2025-02-10,1002
359,My child’s classroom is too noisy and distracting.,Negative,2025-06-07,1002
360,The school’s anti-bullying policy is effective and well-implemented.,Positive,2025-03-19,1001
361,The school encourages creativity and independent thinking.,Positive,2025-02-21,1005
362,The school environment is welcoming and inclusive.,Positive,2025-02-17,1003
363,The school celebrates student achievements regularly.,Positive,2025-01-20,1003
364,There are not enough resources for special needs students.,Negative,2025-04-01,1001
365,The after-school programs are excellent and very engaging.,Positive,2025-01-10,1005
366,The art and music programs are outstanding.,Positive,2025-02-06,1005
367,The school’s anti-bullying policy is effective and well-implemented.,Positive,2025-01-30,1001
368,The school encourages creativity and independent thinking.,Positive,2025-05-30,1004
369,The teachers make learning fun and interactive.,Positive,2025-02-18,1003
370,The school grounds are clean and well-kept.,Positive,2025-04-20,1002
371,The annual school play was a wonderful experience for my child.,Positive,2025-01-17,1003
372,The school encourages creativity and independent thinking.,Positive,2025-01-07,1004
373,The playground equipment needs to be repaired.,Negative,2025-02-03,1002
374,The school’s anti-bullying policy is effective and well-implemented.,Positive,2025-01-18,1001
375,The principal is approachable and listens to parents’ concerns.,Positive,2025-05-01,1005
376,The school celebrates student achievements regularly.,Positive,2025-01-24,1004
377,The homework load is overwhelming for my child.,Negative,2025-06-20,1002
378,The school environment is welcoming and inclusive.,Positive,2025-02-20,1001
379,The school library has a great selection of books.,Positive,2025-02-14,1001
380,The school grounds are clean and well-kept.,Positive,2025-02-13,1002
381,Teachers encourage students to ask questions and be curious.,Positive,2025-04-10,1002
382,The sports facilities are excellent.,Positive,2025-01-29,1001
383,There is a lack of diversity in the teaching staff.,Negative,2025-01-21,1005
384,My child struggles with the math curriculum and needs more support.,Negative,2025-04-24,1001
385,"Some classrooms are overcrowded, making it hard for students to focus.",Negative,2025-04-05,1004
386,The sports facilities are not well maintained.,Negative,2025-01-14,1001
387,My child’s reading skills have improved a lot this year.,Positive,2025-02-05,1001
388,I appreciate the school’s focus on mental health and well-being.,Positive,2025-01-10,1005
389,Teachers respond quickly to my concerns and emails.,Positive,2025-02-03,1001
390,I am dissatisfied with the way discipline issues are handled.,Negative,2025-02-10,1005
391,The principal is approachable and listens to parents’ concerns.,Positive,2025-06-11,1005
392,The playground equipment needs to be repaired.,Negative,2025-06-18,1001
393,The after-school programs are excellent and very engaging.,Positive,2025-04-17,1002
394,Teachers respond quickly to my concerns and emails.,Positive,2025-03-03,1001
395,The staff is always friendly and helpful.,Positive,2025-05-14,1003
396,The staff is always friendly and helpful.,Positive,2025-03-04,1001
397,The sports facilities are excellent.,Positive,2025-05-09,1003
398,The school’s holiday events are fun for the whole family.,Positive,2025-02-18,1004
399,The school encourages creativity and independent thinking.,Positive,2025-05-13,1002
400,My child’s reading skills have improved a lot this year.,Positive,2025-03-03,1001
401,The school grounds are clean and well-kept.,Positive,2025-04-03,1004
402,Teachers encourage students to ask questions and be curious.,Positive,2025-04-14,1004
403,There are not enough resources for special needs students.,Negative,2025-03-13,1004
404,The teachers make learning fun and interactive.,Positive,2025-02-07,1002
405,The school nurse is attentive and caring.,Positive,2025-02-21,1003
406,There is too much emphasis on standardized testing.,Negative,2025-05-28,1003
407,The principal is approachable and listens to parents’ concerns.,Positive,2025-04-03,1001
408,Teachers encourage students to ask questions and be curious.,Positive,2025-04-26,1004
409,There are not enough resources for special needs students.,Negative,2025-01-23,1002
410,The school does not offer enough field trips or outdoor activities.,Negative,2025-03-08,1005
411,The school’s holiday events are fun for the whole family.,Positive,2025-06-04,1005
412,My child feels safe and enjoys the extracurricular activities.,Positive,2025-05-21,1003
413,The school’s open house was informative and well-organized.,Positive,2025-03-17,1002
414,The school does not provide enough support for students who are struggling academically.,Negative,2025-05-05,1002
415,Teachers encourage students to ask questions and be curious.,Positive,2025-06-22,1005
416,The art and music programs are outstanding.,Positive,2025-01-01,1002
417,The staff is always friendly and helpful.,Positive,2025-02-19,1005
418,The staff is always friendly and helpful.,Positive,2025-05-15,1002
419,My child feels anxious about going to school due to peer pressure.,Negative,2025-01-31,1003
420,My child feels safe and enjoys the extracurricular activities.,Positive,2025-01-09,1003
